SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
540205,AVL         ,B ,Q,186.80,186.80,183.15,186.80,186.80,183.15,117,7480,1396740.00,
540210,TMRVL       ,B ,Q,14.61,14.61,13.88,13.88,13.88,14.61,39,6165,85826.00,
540212,TCIEXP      ,A ,Q,935.45,935.45,872.00,919.15,914.45,929.00,463,2101,1909234.00,
540222,LAURUSLABS  ,A ,Q,352.00,354.35,341.25,343.25,343.25,349.10,2308,90237,31289122.00,
540243,NEWLIGHT    ,XT,Q,24.50,24.50,24.50,24.50,24.50,25.00,1,800,19600.00,
540253,SNTCL       ,XT,Q,1.57,1.57,1.57,1.57,1.57,1.60,1,950,1491.00,
540254,MTPL        ,X ,Q,4.45,4.67,4.40,4.40,4.40,4.45,14,996,4517.00,
540259,SHANGAR     ,X ,Q,16.55,16.55,15.00,15.60,16.00,16.05,1521,443893,7001998.00,
540268,DHANVARSHA  ,X ,Q,490.00,495.00,476.00,489.60,485.00,476.95,134,18004,8716248.00,
540293,PRICOLLTD   ,A ,Q,65.00,67.40,61.60,62.95,63.50,64.95,1585,328339,21560566.00,
540311,JITFINFRA   ,T ,Q,8.33,8.72,8.32,8.32,8.32,8.70,16,6914,57551.00,
540359,PARMAX      ,X ,Q,41.45,41.45,37.75,37.75,37.75,39.70,5,110,4246.00,
540360,LLFICL      ,X ,Q,66.75,66.75,62.80,63.10,63.10,63.90,42,11416,749218.00,
540361,DANUBE      ,XT,Q,14.50,14.60,14.40,14.60,14.60,15.05,7,5664,82121.00,
540366,RADIOCITY   ,B ,Q,24.35,24.35,23.95,24.05,24.05,24.25,34,3528,84835.00,
540376,DMART       ,A ,Q,3030.30,3074.95,2978.00,3034.95,3034.95,3014.65,2001,19509,59243347.00,
540385,KDLL        ,XT,Q,17.35,17.35,16.75,16.75,16.75,17.05,6,303,5135.00,
540395,CHEMCRUX    ,M ,Q,157.90,160.55,150.00,152.50,152.50,145.10,13,6500,1017675.00,
540401,MAXIMUS     ,B ,Q,136.75,140.00,130.35,139.70,139.75,135.75,55,36252,4942401.00,
540403,CLEDUCATE   ,B ,Q,83.00,88.40,76.00,78.80,78.80,82.65,328,95080,8011663.00,
540404,PRIMEFRESH  ,M ,Q,123.90,123.90,116.00,116.00,116.00,120.00,4,7000,859400.00,
540405,OCEANIC     ,T ,Q,56.00,56.20,52.50,52.50,52.50,53.55,5,1043,58510.00,
540416,OCTAWARE    ,M ,Q,92.00,92.00,92.00,92.00,92.00,94.90,6,32000,2944000.00,
540425,SHANKARA    ,A ,Q,413.00,416.95,390.95,394.00,394.00,410.55,1753,32501,13130801.00,
540481,CLFL        ,X ,Q,14.38,14.38,14.38,14.38,14.38,14.10,1,1,14.00,
540497,SCHAND      ,B ,Q,120.60,124.00,108.05,111.10,114.80,119.05,1574,60852,6941564.00,
540519,MEERA       ,M ,Q,85.10,85.10,82.05,82.55,82.05,85.15,4,4800,402180.00,
540526,IRBINVIT    ,IF,Q,58.50,58.75,54.80,56.80,56.80,58.75,34,90000,5098050.00,
540530,HUDCO       ,A ,Q,47.55,48.55,45.35,46.70,46.70,47.30,2223,443489,20986409.00,
540544,PSPPROJECT  ,A ,Q,473.85,475.10,462.00,470.80,474.00,471.45,548,44148,20838519.00,
540545,BGJL        ,B ,Q,48.30,48.30,48.30,48.30,48.30,50.80,6,115,5554.00,
540550,YUG         ,M ,Q,30.00,30.00,30.00,30.00,30.00,28.50,1,4000,120000.00,
540552,AXISAEGPG   ,B ,Q,14.20,14.20,13.15,14.20,14.20,14.20,3,7,98.00,
540565,INDIGRID    ,IF,Q,136.96,137.09,134.26,134.82,134.26,135.95,10,17010,2311250.00,
540570,VARIMAN     ,X ,Q,16.09,16.97,16.00,16.35,16.75,16.09,46,60812,994858.00,
540575,STARCEMENT  ,A ,Q,98.40,99.20,94.90,95.80,96.00,97.35,657,31000,3008126.00,
540590,RIDDHICORP  ,T ,Q,166.40,166.40,166.40,166.40,166.40,166.60,2,4,665.00,
540595,TEJASNET    ,A ,Q,176.10,182.05,167.30,167.40,168.00,176.10,681,40712,6995313.00,
540596,ERIS        ,A ,Q,596.00,611.55,585.25,595.05,586.55,596.80,340,3253,1929793.00,
540602,GTPL        ,B ,Q,119.90,119.90,116.00,116.90,118.10,116.60,295,16218,1911693.00,
540611,AUBANK      ,A ,Q,1203.00,1208.95,1149.00,1165.20,1174.95,1169.60,2449,39235,46294086.00,
540612,ICICILOVOL  ,B ,Q,118.00,119.00,115.25,116.18,116.22,117.72,78,1485,172999.00,
540614,GGENG       ,B ,Q,120.25,120.50,107.00,108.50,108.50,115.90,650,1159146,127600759.00,
540615,7NR         ,B ,Q,6.81,7.40,6.81,7.01,7.02,7.10,87,72204,505701.00,
540621,BHAGYAPROP  ,B ,Q,28.60,29.70,28.45,28.45,28.45,28.65,13,14603,424485.00,
540642,SALASAR     ,B ,Q,368.90,372.75,362.00,367.45,367.85,358.40,187,1528,563322.00,
540647,GANGESSEC   ,B ,Q,62.50,63.45,59.00,59.70,59.00,63.05,33,31219,1944190.00,
540649,AVADHSUGAR  ,B ,Q,196.55,201.55,190.45,192.80,192.40,194.35,858,30349,5999482.00,
540650,MAGADHSUGAR ,B ,Q,110.60,117.00,105.25,106.25,106.55,109.00,91,1729,190661.00,
540653,SINTEXPLAST ,B ,Q,3.98,4.21,3.98,3.98,3.98,4.18,252,876364,3494949.00,
540654,GSTL        ,B ,Q,64.55,66.00,63.15,63.60,63.60,65.80,58,4953,319549.00,
540669,UTINEXT50   ,B ,Q,350.00,379.00,347.50,373.75,379.00,353.00,3,7,2592.00,
540673,SIS         ,A ,Q,406.05,413.60,406.05,408.55,408.55,412.15,221,4481,1833778.00,
540678,COCHINSHIP  ,A ,Q,362.90,368.30,356.65,360.20,360.20,362.90,1051,21953,7946655.00,
540679,SMSLIFE     ,B ,Q,503.00,517.45,500.00,504.90,500.10,513.10,112,2666,1353014.00,
540680,KIOCL       ,B ,Q,155.00,155.00,144.40,144.40,144.40,151.95,1130,41854,6247254.00,
540686,SMRUTHIORG  ,X ,Q,226.45,226.45,226.45,226.45,226.45,238.35,106,3235,732565.00,
540691,ABCAPITAL   ,A ,Q,129.15,130.40,121.55,124.35,124.35,125.80,3901,380315,47865907.00,
540692,APEX        ,A ,Q,235.50,235.50,225.00,227.75,227.85,233.95,186,4015,921843.00,
540694,ANG         ,M ,Q,85.00,86.45,85.00,85.05,85.05,85.50,8,17600,1501040.00,
540697,AMFL        ,XT,Q,1.78,1.78,1.63,1.77,1.77,1.70,51,19589,33612.00,
540699,DIXON       ,A ,Q,4106.00,4588.00,4106.00,4243.00,4243.00,20074.75,24343,87054,373933267.00,
540700,BRNL        ,B ,Q,32.10,32.25,31.15,31.35,31.35,31.90,269,21600,680302.00,
540701,DCAL        ,A ,Q,120.10,122.70,116.15,117.25,117.35,120.50,1111,50286,5974157.00,
540702,LASA        ,B ,Q,66.50,67.00,63.65,63.95,63.80,65.90,787,51387,3396330.00,
540704,MATRIMONY   ,B ,Q,1074.95,1074.95,974.40,1021.25,1016.45,1019.70,1089,7828,7936203.00,
540709,RELHOME     ,B ,Q,3.02,3.02,3.02,3.02,3.02,3.17,92,50565,152706.00,
540710,CAPACITE    ,B ,Q,209.95,209.95,191.45,197.80,200.50,204.65,1324,27734,5613033.00,
540716,ICICIGI     ,A ,Q,1497.95,1497.95,1435.55,1438.55,1438.55,1474.45,834,26750,38888580.00,
540719,SBILIFE     ,A ,Q,899.90,899.90,881.95,890.15,890.15,888.80,1875,50304,44813991.00,
540724,DIAMONDYD   ,A ,Q,662.65,662.70,637.45,640.00,640.00,643.50,114,432,279725.00,
540725,SISL        ,B ,Q,263.10,263.10,244.00,247.05,251.00,261.10,527,4909,1216274.00,
540726,TTFL        ,B ,Q,25.20,27.15,24.25,25.45,25.45,25.15,97,109048,2783458.00,
540728,SAYAJIIND   ,X ,Q,169.95,169.95,160.25,160.25,160.25,163.95,4,76,12340.00,
540729,VANTABIO    ,M ,Q,190.00,190.00,180.00,187.50,188.00,185.00,10,8250,1531425.00,
540730,MEHAI       ,T ,Q,96.60,96.60,96.60,96.60,96.60,94.75,27,4293,414703.00,
540737,SGRL        ,B ,Q,250.00,250.00,235.30,243.50,240.00,237.00,357,10645,2559377.00,
540743,GODREJAGRO  ,A ,Q,489.00,492.90,481.10,487.45,489.30,481.30,3854,41698,20229126.00,
540744,MESCON      ,Z ,Q,7.10,7.10,7.07,7.07,7.07,7.21,6,124,876.00,
540749,MASFIN      ,A ,Q,852.00,878.40,846.45,866.15,871.00,857.25,137,395,342921.00,
540750,IEX         ,A ,Q,354.00,362.00,342.95,357.10,357.10,343.40,3806,205903,72578429.00,
540755,GICRE       ,A ,Q,229.00,237.90,219.50,225.90,225.90,227.40,3726,196280,45259194.00,
540757,SCPL        ,M ,Q,160.25,160.25,160.25,160.25,160.25,160.00,2,1600,256400.00,
540762,TIINDIA     ,A ,Q,1187.90,1203.00,1140.00,1167.45,1156.85,1173.25,1268,10279,12101318.00,
540767,NAM-INDIA   ,A ,Q,335.65,338.10,320.45,323.10,323.00,332.40,1152,32429,10644401.00,
540768,MAHLOG      ,A ,Q,572.10,590.75,525.00,531.95,531.95,571.25,1466,15066,8249687.00,
540769,NIACL       ,A ,Q,169.10,173.85,163.25,165.00,165.00,168.05,2323,165629,27934070.00,
540774,IFGLEXPOR   ,B ,Q,302.20,313.00,281.30,286.15,289.60,299.40,1192,32892,9901703.00,
540775,KHADIM      ,B ,Q,161.30,168.00,156.00,156.25,156.00,162.20,268,7402,1193856.00,
540776,5PAISA      ,B ,Q,278.90,282.20,266.20,269.65,272.00,278.90,271,7739,2141884.00,
540777,HDFCLIFE    ,A ,Q,695.00,700.00,675.00,680.55,680.55,689.20,3392,78605,53850646.00,
540787,ICICIB22    ,B ,Q,36.66,37.31,36.07,36.40,36.40,36.51,437,65665,2411544.00,
540789,DNAMEDIA    ,B ,Q,0.75,0.84,0.75,0.84,0.84,0.81,37,26885,22220.00,
540795,DYNAMIC     ,B ,Q,27.00,27.00,25.05,25.80,25.75,25.70,24,3983,102476.00,
540797,SHALBY      ,B ,Q,106.50,106.50,98.50,100.65,100.60,103.30,587,21880,2217615.00,
540798,FSC         ,A ,Q,91.35,91.35,83.65,84.00,84.00,88.05,382,20125,1726719.00,
540809,MRCEXIM     ,M ,Q,7.25,7.25,6.97,6.97,6.97,6.70,2,16000,113760.00,
540811,DML         ,M ,Q,4.11,6.12,4.11,6.12,6.12,5.10,5,50000,264400.00,
540824,ASTRON      ,B ,Q,48.40,48.40,44.00,44.85,44.70,45.40,294,15220,709852.00,
540829,CHANDRIMA   ,XT,Q,4.20,4.27,4.12,4.13,4.12,4.20,23,2620,10930.00,
540861,IPRU3018    ,B ,Q,12.35,12.36,12.35,12.35,12.35,12.41,12,27382,338257.00,
540862,IPRU3019    ,B ,Q,12.30,12.32,12.15,12.15,12.15,12.30,3,1600,19619.00,
540879,APOLLO      ,B ,Q,106.50,108.40,101.50,103.15,103.25,107.30,3556,147610,15667433.00,
540900,NEWGEN      ,A ,Q,298.00,298.00,280.50,281.25,282.75,286.10,308,3999,1138411.00,
540901,PRAXIS      ,T ,Q,52.20,54.45,49.40,49.40,49.40,52.00,24,15529,806499.00,
540902,AMBER       ,A ,Q,3425.00,3430.25,3231.15,3271.35,3269.00,3373.10,836,5098,16945018.00,
540935,GALAXYSURF  ,A ,Q,2373.90,2374.70,2294.00,2360.30,2355.15,2354.45,322,974,2272759.00,
540936,GGL         ,T ,Q,35.35,35.35,35.35,35.35,35.35,37.20,7,154,5443.00,
540938,GUJHYSPIN   ,M ,Q,7.10,8.00,7.10,8.00,8.00,8.15,2,50000,364000.00,
540954,IWP         ,XT,Q,38.10,40.00,37.65,39.05,39.50,39.45,58,14063,549819.00,
540955,TDSL        ,B ,Q,25.65,25.65,22.25,22.55,23.00,23.85,64,7465,171912.00,
540956,BHATIA      ,B ,Q,74.50,74.50,71.25,71.25,71.25,74.95,6,64111,4775908.00,
540961,SHIVAMILLS  ,T ,Q,45.40,47.50,45.00,46.15,47.50,47.35,5,184,8386.00,
540975,ASTERDM     ,A ,Q,139.90,141.00,137.90,139.80,139.65,137.55,404,18323,2559677.00,
540980,YSL         ,XT,Q,14233.00,14849.95,14233.00,14849.95,14849.95,14980.00,7,12,171448.00,
541005,KANCOTEA    ,X ,Q,50.00,50.00,48.15,48.15,48.15,50.65,5,96,4722.00,
541006,ANGEL       ,M ,Q,9.95,9.96,9.25,9.35,9.35,9.10,5,112000,1046040.00,
541019,HGINFRA     ,A ,Q,285.95,286.20,262.00,270.05,270.00,280.60,788,12741,3485261.00,
541083,INFLAME     ,M ,Q,168.00,169.90,161.65,161.65,161.65,170.15,6,6000,990050.00,
541092,ABSLRIF6RG  ,B ,Q,8.35,8.35,8.34,8.35,8.35,8.46,120,32449,270914.00,
541096,BPLPHARMA   ,XT,Q,350.00,366.00,348.05,350.00,350.00,352.00,42,1442,519516.00,
541097,LIQUIDETF   ,F ,Q,999.99,999.99,999.99,999.99,999.99,1000.00,3,321,320996.00,
541143,BDL         ,A ,Q,348.00,353.25,338.05,342.00,342.00,351.30,1229,33358,11512633.00,
541151,RIDINGS     ,M ,Q,8.35,8.35,8.35,8.35,8.35,8.78,2,192000,1603200.00,
541153,BANDHANBNK  ,A ,Q,339.00,342.55,332.75,337.65,337.65,335.70,2761,199775,67569340.00,
541154,HAL         ,A ,Q,1059.95,1059.95,1025.05,1031.00,1031.00,1044.40,1421,22666,23538801.00,
541161,KARDA       ,B ,Q,116.00,116.00,111.85,112.90,113.00,114.05,102,25955,2952803.00,
541163,SANDHAR     ,B ,Q,204.90,207.20,201.80,203.95,203.95,204.15,387,3232,658633.00,
541167,YASHO       ,B ,Q,260.00,260.00,238.00,240.00,238.00,252.75,100,1938,469454.00,
541178,BENARA      ,M ,Q,9.60,9.60,9.60,9.60,9.60,9.41,1,2000,19200.00,
541179,ISEC        ,A ,Q,405.60,411.20,403.50,405.25,408.00,404.45,670,18211,7413252.00,
541195,MIDHANI     ,A ,Q,188.90,188.90,178.50,181.70,181.70,185.10,646,30210,5520045.00,
541206,OBCL        ,M ,Q,26.50,26.75,26.00,26.00,26.00,26.50,6,310000,8214500.00,
541228,TRL         ,M ,Q,6.57,7.30,6.57,7.30,7.30,7.29,3,12000,81760.00,
541233,LEMONTREE   ,A ,Q,38.30,38.80,35.90,36.55,36.55,38.15,2374,360592,13309722.00,
541256,IPRU3081    ,F ,Q,12.20,12.20,11.90,11.90,11.90,12.05,15,35500,428940.00,
541269,CHEMFABALKA ,B ,Q,126.85,134.70,123.00,125.05,124.25,126.85,320,4248,547523.00,
541299,DLCL        ,M ,Q,11.50,11.50,11.50,11.50,11.50,11.80,1,4000,46000.00,
541301,ORIENTELEC  ,A ,Q,317.70,324.45,312.40,316.75,317.80,312.45,777,23441,7473083.00,
541302,DHRUV       ,M ,Q,28.90,28.90,28.90,28.90,28.90,28.60,2,10000,289000.00,
541303,AKSHAR      ,M ,Q,10.00,10.04,10.00,10.00,10.00,10.04,6,30000,300300.00,
541313,ICICI500    ,B ,Q,204.00,205.11,199.95,201.89,202.00,203.47,69,328,66615.00,
541336,INDOSTAR    ,A ,Q,335.00,340.20,322.80,324.55,325.00,335.00,418,4871,1596336.00,
541347,PARVATI     ,X ,Q,2.25,2.35,2.14,2.33,2.33,2.25,13,2672,6157.00,
541352,MEGASTAR    ,M ,Q,26.00,26.50,26.00,26.50,26.50,27.00,3,10000,263000.00,
541353,INNOVATORS  ,M ,Q,43.70,43.70,41.55,41.55,41.55,43.70,10,16000,674320.00,
541358,SHWL        ,XT,Q,187.75,187.75,187.75,187.75,187.75,178.85,1,200,37550.00,
541400,ZIMLAB      ,X ,Q,79.00,80.00,78.00,78.00,78.00,78.80,28,3777,298531.00,
541402,AFFORDABLE  ,M ,Q,104.00,106.05,95.95,96.05,96.05,101.00,39,64000,6355440.00,
541403,DOLLAR      ,A ,Q,247.00,248.55,236.45,244.25,241.65,244.05,508,8058,1960432.00,
541418,NGIL        ,M ,Q,23.50,23.50,23.50,23.50,23.50,23.00,1,6500,152750.00,
541444,PALMJEWELS  ,B ,Q,72.00,72.00,52.35,64.75,64.80,63.70,615,433181,28726714.00,
541445,WAA         ,M ,Q,92.00,92.00,90.95,90.95,90.95,95.70,3,2400,219160.00,
541450,ADANIGREEN  ,A ,Q,1171.00,1185.75,1121.00,1134.80,1134.80,1163.50,1852,22611,26011882.00,
541503,UNICK       ,XT,Q,26.00,26.00,26.00,26.00,26.00,26.60,1,50,1300.00,
541540,SOLARA      ,A ,Q,1268.55,1275.50,1246.70,1249.30,1250.20,1268.45,169,1278,1603870.00,
541546,GAYAHWS     ,T ,Q,0.61,0.67,0.61,0.63,0.63,0.64,18,40904,25711.00,
541556,RITES       ,A ,Q,248.00,252.00,246.20,247.30,248.00,248.00,1104,29949,7438680.00,
541557,FINEORG     ,A ,Q,2255.00,2285.95,2200.00,2219.15,2245.00,2266.00,1238,4706,10527636.00,
541578,VARROC      ,A ,Q,378.10,406.60,376.80,394.40,394.40,378.10,1640,24074,9450977.00,
541601,RAJNISH     ,M ,Q,13.15,13.15,12.64,12.85,12.64,13.30,7,8400,107964.00,
541627,HITECHWIND  ,XT,Q,8.55,8.55,8.30,8.39,8.39,8.31,12,4287,35962.00,
541634,RAWEDGE     ,M ,Q,48.90,63.00,48.90,61.45,63.00,54.00,34,468800,26525920.00,
541678,TVF1G       ,B ,Q,11.50,11.85,11.45,11.45,11.45,11.57,5,10248,117795.00,
541700,TCNSBRANDS  ,A ,Q,501.80,564.60,500.00,519.05,519.05,493.15,3075,34778,18764102.00,
541702,ASHNI       ,XT,Q,4.14,4.14,4.14,4.14,4.14,4.09,1,100,414.00,
541703,GFIL        ,M ,Q,10.10,10.10,10.10,10.10,10.10,10.60,1,1600,16160.00,
541725,IDFCEOS6RG  ,B ,Q,13.02,13.02,12.51,12.51,12.51,12.51,5,9985,128462.00,
541729,HDFCAMC     ,A ,Q,2972.90,2972.90,2836.65,2845.10,2845.00,2913.05,1598,21810,62959907.00,
541735,VIVANTA     ,X ,Q,13.90,13.90,13.90,13.90,13.90,14.15,1,50,695.00,
541744,TVF2G       ,B ,Q,11.00,11.00,11.00,11.00,11.00,11.00,2,1800,19800.00,
541770,CREDITACC   ,A ,Q,699.70,719.00,668.45,679.75,678.60,695.05,390,4383,2996243.00,
541771,AMINTAN     ,X ,Q,0.90,0.90,0.84,0.89,0.89,0.84,24,19632,16887.00,
541778,DEEP        ,B ,Q,69.00,69.00,68.00,68.90,68.90,68.95,15,51464,3545590.00,
541809,ICICINXT50  ,B ,Q,34.85,35.28,33.61,34.46,34.49,34.75,81,4060,139656.00,
541865,ASRL        ,B ,Q,59.30,59.30,56.00,57.15,56.00,56.50,37,14906,857647.00,
541890,SPACEINCUBA ,XT,Q,1.20,1.20,1.20,1.20,1.20,1.22,19,2852,3422.00,
541946,ICICILIQ    ,F ,Q,1000.00,1000.01,1000.00,1000.00,1000.00,1000.00,114,15225,15225010.00,
541956,IRCON       ,A ,Q,84.80,85.75,82.00,82.65,82.65,84.50,3367,304937,25490693.00,
541972,SETFSN50    ,B ,Q,409.00,413.98,400.00,401.15,400.00,407.99,18,104,42379.00,
541974,MANORAMA    ,M ,Q,760.00,760.00,749.95,759.95,759.95,770.00,11,2100,1579342.00,
541983,INNOVATIVE  ,M ,Q,7.70,7.70,7.02,7.27,7.59,7.70,16,18000,132050.00,
541984,NIOSAG      ,B ,Q,12.55,12.55,11.32,11.45,11.45,12.54,3,1002,11473.00,
541988,AAVAS       ,A ,Q,2220.00,2235.45,2190.30,2205.25,2195.00,2216.00,149,657,1456073.00,
541999,GENERAAGRI  ,X ,Q,2.05,2.15,2.05,2.15,2.15,2.05,2,19,39.00,
542011,GRSE        ,A ,Q,200.00,200.15,189.00,189.75,189.75,197.80,313,13244,2570110.00,
542012,AAL         ,M ,Q,89.10,89.75,87.00,89.05,89.05,89.00,8,16000,1418300.00,
542019,SHUBHAM     ,M ,Q,54.20,54.20,53.50,54.20,54.20,53.15,11,123000,6609600.00,
542034,SMGOLD      ,M ,Q,34.00,34.00,33.95,34.00,34.00,32.10,52,336000,11423400.00,
542046,VIVIDM      ,M ,Q,16.80,16.80,16.80,16.80,16.80,16.80,3,47880,804384.00,
542057,BCPL        ,B ,Q,79.80,79.80,74.10,75.00,75.00,77.00,108,19991,1507075.00,
542066,ATGL        ,A ,Q,757.90,767.35,715.35,744.25,744.25,743.95,3234,186651,139071222.00,
542123,PHOSPHATE   ,XT,Q,69.45,69.45,69.45,69.45,69.45,66.15,4,145,10070.00,
542131,MAN50ETF    ,B ,Q,152.00,154.67,148.54,148.90,148.90,150.17,76,4699,703810.00,
542141,TECHNOE     ,A ,Q,294.20,295.05,283.35,293.60,291.85,293.20,1907,41712,12153609.00,
542216,DALBHARAT   ,A ,Q,1570.00,1584.25,1518.55,1572.85,1571.00,1556.35,1717,72752,112876130.00,
542230,ABSLNN50ET  ,B ,Q,365.00,365.00,365.00,365.00,365.00,345.00,1,7,2555.00,
542231,NILASPACES  ,T ,Q,1.51,1.61,1.51,1.51,1.51,1.58,103,104823,160062.00,
542233,TREJHARA    ,B ,Q,33.50,36.45,33.05,33.65,33.25,34.75,207,25405,881946.00,
542247,AXISCCGPG   ,B ,Q,12.40,12.40,12.40,12.40,12.40,13.12,1,3000,37200.00,
542248,DECCAN      ,M ,Q,30.10,31.80,29.50,30.60,31.80,29.05,19,22800,688080.00,
542285,AXITA       ,M ,Q,34.00,34.00,32.60,34.00,34.00,33.15,18,76000,2525000.00,
542333,RPSGVENT    ,A ,Q,367.00,370.30,333.50,346.70,349.00,359.35,1082,21658,7590015.00,
542337,SPENCER     ,A ,Q,75.10,77.80,73.65,74.15,74.55,75.15,1205,79415,6023346.00,
542351,GLOSTERLTD  ,X ,Q,605.00,605.00,490.00,571.00,585.00,604.25,68,1568,917110.00,
542367,XELPMOC     ,B ,Q,295.35,295.35,271.75,272.05,271.75,286.05,912,11541,3258617.00,
542383,RITCO       ,M ,Q,17.95,17.95,17.25,17.30,17.25,18.00,9,14400,253600.00,
542399,CHALET      ,A ,Q,164.25,168.50,154.50,159.20,160.60,164.25,722,26140,4229091.00,
542437,ANMOL       ,M ,Q,67.10,73.00,66.00,66.00,66.00,69.65,5,28000,1884200.00,
542460,ANUP        ,B ,Q,625.40,628.65,595.40,601.55,599.60,620.35,353,2681,1633233.00,
542484,ARVINDFASN  ,A ,Q,157.70,159.00,147.55,149.55,149.55,155.70,1391,49692,7611640.00,
542513,UTISXN50    ,B ,Q,40.01,41.00,39.80,40.00,40.00,39.45,31,281,11206.00,
542579,AGOL        ,M ,Q,67.25,67.25,56.05,56.05,56.05,70.05,18,28800,1676400.00,
542597,MSTC        ,A ,Q,330.10,344.80,318.00,327.45,327.45,318.30,7705,312370,104246304.00,
542602,EMBASSY     ,IF,Q,337.00,341.35,337.00,339.73,340.07,338.63,162,44200,15012800.00,
542627,CHANDNIMACH ,X ,Q,9.01,9.44,8.55,8.56,8.55,9.00,16,1846,15812.00,
542628,NSL         ,M ,Q,24.00,24.00,24.00,24.00,24.00,21.00,2,6000,144000.00,
542649,RVNL        ,A ,Q,30.75,31.00,29.05,29.65,29.65,30.65,5843,1247413,37406924.00,
542650,METROPOLIS  ,A ,Q,1860.00,1894.30,1858.00,1882.90,1877.80,1868.45,403,2635,4934128.00,
542651,KPITTECH    ,A ,Q,157.50,163.40,150.35,154.45,154.05,156.80,1523,130948,20622621.00,
542652,POLYCAB     ,A ,Q,1348.00,1379.45,1295.00,1312.70,1312.70,1352.90,3913,53694,72541575.00,
542653,JINAAM      ,M ,Q,3.60,3.60,3.60,3.60,3.60,3.72,1,2000,7200.00,
542655,VIKASMCORP  ,B ,Q,3.23,3.39,3.15,3.22,3.22,3.27,5703,1372522,4465980.00,
542665,NEOGEN      ,A ,Q,839.00,839.70,801.15,819.25,812.90,817.80,599,5868,4800573.00,
542666,GKP         ,M ,Q,28.55,34.05,28.55,34.05,34.05,31.00,2,8000,250400.00,
542667,WORL        ,M ,Q,31.60,31.60,31.60,31.60,31.60,36.60,1,2000,63200.00,
542669,BMW         ,X ,Q,31.05,31.05,29.85,31.05,31.05,30.45,197,108314,3360026.00,
542670,ARTEMISELC  ,B ,Q,45.10,47.90,45.00,45.50,45.30,46.25,26,1284,59147.00,
542677,MAHESH      ,X ,Q,4.61,4.61,4.61,4.61,4.61,4.80,1,320,1475.00,
542678,CHCL        ,M ,Q,12.70,12.70,11.81,11.81,11.81,13.30,3,6000,74020.00,
542679,DEL         ,X ,Q,19.25,19.25,17.90,17.90,17.90,18.45,3,106,1904.00,
542682,HARISH      ,XT,Q,35.95,35.95,35.95,35.95,35.95,34.25,18,15291,549711.00,
542684,PPL         ,B ,Q,130.00,130.00,113.50,118.15,118.40,124.80,956,40786,4936619.00,
542685,DGCONTENT   ,B ,Q,8.19,8.51,8.09,8.10,8.11,8.51,49,5533,45005.00,
542721,ARL         ,M ,Q,32.80,32.80,32.50,32.75,32.75,33.15,3,12000,392200.00,
542725,SBC         ,M ,Q,40.60,40.65,40.55,40.60,40.65,40.85,5,15000,609300.00,
542726,INDIAMART   ,A ,Q,8203.00,8374.85,7980.10,8274.25,8220.00,8105.80,3105,10814,88930088.00,
542729,DCMNVL      ,T ,Q,91.85,91.85,85.15,85.20,85.15,89.60,50,3220,277019.00,
542730,ICICIBANKN  ,B ,Q,342.00,345.60,334.21,337.30,337.29,341.22,126,967,329634.00,
542752,AFFLE       ,A ,Q,5800.00,5860.15,5525.00,5587.50,5600.00,5811.55,1169,3685,20882275.00,
542753,SEACOAST    ,X ,Q,143.60,143.60,137.00,138.70,138.70,141.15,187,205549,28352863.00,
542758,ICICIBANKP  ,B ,Q,182.00,184.60,177.20,179.45,180.00,180.75,47,204,36800.00,
542759,SPANDANA    ,A ,Q,610.00,611.25,576.00,590.35,590.70,603.30,657,6234,3688156.00,
542760,SWSOLAR     ,A ,Q,271.00,271.95,249.00,253.00,255.00,264.35,2180,76734,19672089.00,
542771,NOVATEOR    ,M ,Q,7.00,7.00,6.75,6.75,6.75,7.10,3,18000,123540.00,
542772,IIFLWAM     ,A ,Q,1190.00,1190.90,1152.65,1177.90,1173.25,1181.05,199,540,634674.00,
542773,IIFLSEC     ,A ,Q,52.35,53.00,49.10,50.25,50.10,52.25,496,76231,3882742.00,
542774,APMFINVEST  ,X ,Q,23.40,23.40,22.80,23.35,23.35,23.95,11,918,20987.00,
542801,MISQUITA    ,M ,Q,26.50,26.60,24.65,26.60,26.60,25.90,4,8000,204800.00,
542802,GALACTICO   ,M ,Q,35.25,35.25,35.25,35.25,35.25,35.75,1,6000,211500.00,
542803,ELLORATRAD  ,XT,Q,63.95,63.95,63.95,63.95,63.95,67.30,5,104,6650.00,
542808,NIESSPC     ,B ,Q,3.90,4.29,3.51,3.51,3.51,3.90,17,1505,5808.00,
542812,FLUOROCHEM  ,A ,Q,592.30,610.00,575.10,582.45,580.40,589.65,626,8005,4664351.00,
542830,IRCTC       ,A ,Q,1838.00,1861.60,1743.25,1764.35,1764.35,1821.60,11614,173229,311373739.00,
542839,NIEHSPD     ,B ,Q,1.04,1.04,0.93,1.04,1.04,1.01,18,2570,2450.00,
542843,NIEHSPG     ,B ,Q,7.30,7.30,7.00,7.00,7.00,6.70,3,355,2486.00,
542844,NIEHSPH     ,B ,Q,4.99,4.99,4.10,4.94,4.92,4.55,57,20739,101048.00,
542845,NIEHSPJ     ,B ,Q,20.37,20.37,20.37,20.37,20.37,22.63,3,102,2077.00,
