SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
518091,ANJANI PORTL,B ,Q,216.60,216.60,206.20,207.05,207.70,212.45,367,8425,1764448.00,
519003,MODINATURAL ,X ,Q,65.00,71.70,62.75,69.15,69.00,68.35,261,67033,4436757.00,
519091,TASTY BITE  ,A ,Q,14226.00,14329.85,13522.00,14107.15,14316.10,13977.85,139,196,2732660.00,
519097,RITESH INTER,X ,Q,20.50,22.60,20.50,20.90,20.90,21.55,38,7134,160308.00,
519105,AVT NATURAL ,B ,Q,45.35,45.80,42.55,44.60,44.60,44.65,167,17373,772444.00,
519126,HIND.FOODS  ,B ,Q,2110.00,2192.00,2054.00,2078.30,2100.00,2115.10,1026,3935,8339117.00,
519136,NAHAR INDUST,B ,Q,54.00,54.75,51.65,51.65,51.65,54.35,45,6976,367001.00,
519152,VADILAL ENT ,XT,Q,1794.55,1794.55,1794.55,1794.55,1794.55,1889.00,3,8,14356.00,
519156,VADILAL IND ,B ,Q,933.80,935.55,922.00,926.35,926.50,922.70,986,8224,7627880.00,
519174,ASHIANA AGRO,XT,Q,11.11,11.11,11.11,11.11,11.11,10.90,7,664,7377.00,
519183,ADF FOODS LT,A ,Q,881.05,889.00,832.90,871.05,871.50,877.95,512,4186,3625412.00,
519191,RGRL        ,X ,Q,25.35,25.35,25.05,25.05,25.05,25.45,16,14200,357485.00,
519214,WILLIAM.FIN.,X ,Q,3.91,3.91,3.91,3.91,3.91,3.73,5,1112,4347.00,
519216,AJANTA SOYA ,X ,Q,78.10,78.80,73.00,73.70,73.70,79.05,183,25311,1938296.00,
519224,WILLIAM.MAGO,B ,Q,19.95,20.10,19.30,19.80,19.80,20.25,20,1509,29425.00,
519230,RICHIRICH   ,X ,Q,3.41,3.59,3.41,3.59,3.59,3.45,4,359,1225.00,
519234,SIEL        ,XT,Q,18.15,18.15,17.60,17.60,17.60,17.29,15,695,12610.00,
519242,SARDA PROT. ,XT,Q,9.97,9.97,9.97,9.97,9.97,9.50,6,28400,283148.00,
519260,SANWARIA    ,Z ,Q,0.71,0.72,0.68,0.68,0.68,0.71,520,1762798,1224390.00,
519262,PRIMA AGRO L,XT,Q,17.70,18.45,17.70,17.70,17.70,17.70,6,121,2199.00,
519285,TARAI FOODS ,XT,Q,4.62,4.62,4.23,4.23,4.23,4.40,9,604,2749.00,
519287,MODERN DAIRI,X ,Q,11.86,12.28,11.73,11.73,11.73,12.34,68,23740,283350.00,
519295,BAMBINO AGRO,X ,Q,175.90,175.90,170.30,172.50,172.60,170.25,62,1765,304414.00,
519307,VIKAS WSP   ,B ,Q,7.00,7.11,6.60,6.60,6.60,6.94,342,279557,1889521.00,
519359,POONA DAL   ,X ,Q,34.30,37.20,34.30,36.70,36.70,36.35,32,4027,143625.00,
519367,TRANSGL.FOOD,X ,Q,188.45,188.45,170.55,170.55,170.55,179.50,86,1632,287000.00,
519383,ANIK INDS   ,B ,Q,17.00,17.55,16.15,16.15,16.60,16.95,157,21154,361387.00,
519397,SHARAT INDUS,XT,Q,32.90,32.90,30.10,32.90,32.90,31.35,68,5295,172842.00,
519421,KSE LIMITED ,XT,Q,2269.00,2319.95,2241.00,2245.50,2260.00,2269.00,68,1537,3474396.00,
519455,NARBADA     ,XT,Q,30.50,30.50,30.50,30.50,30.50,30.50,3,30000,915000.00,
519457,VIRAT CRANE ,X ,Q,25.00,25.45,24.00,24.45,24.45,24.65,19,11066,270776.00,
519463,IB INFOTECH ,XT,Q,13.75,13.75,13.75,13.75,13.75,13.75,2,40,550.00,
519475,CHORDIA FOOD,X ,Q,97.50,101.30,97.50,99.45,99.00,100.00,23,1026,103078.00,
519477,CIANAGRO    ,XT,Q,43.60,45.75,43.15,44.90,45.75,43.60,30,11846,530914.00,
519483,TAI INDUST. ,XT,Q,9.85,9.85,9.85,9.85,9.85,10.00,1,10,98.00,
519500,BKV INDUSTRS,XT,Q,3.35,3.40,3.35,3.40,3.40,3.34,10,1624,5510.00,
519532,ASIAN TEA   ,X ,Q,15.15,15.50,14.50,15.00,15.05,14.70,22,2792,41400.00,
519552,HERITGFOOD  ,A ,Q,326.15,326.45,311.15,318.00,313.50,320.25,440,9395,2974272.00,
519566,SIMRAN FARMS,XT,Q,68.95,70.25,68.15,69.90,69.90,69.20,42,4815,333349.00,
519588,DFM FOODS   ,A ,Q,386.75,398.00,373.00,383.10,385.00,383.70,418,4792,1822202.00,
519600,CCL PRODUCTS,A ,Q,244.35,249.90,238.00,241.25,244.00,244.60,529,9968,2427794.00,
519602,KELLTONTEC  ,B ,Q,70.40,71.85,65.65,69.40,68.80,69.05,1131,154336,10537356.00,
519604,SURYO FOODS ,XT,Q,5.33,5.33,5.25,5.25,5.25,5.33,5,300,1587.00,
519612,MAHAAN FOODS,X ,Q,18.35,18.35,16.55,17.45,17.45,18.15,21,284,4998.00,
520008,RICO AUTO   ,A ,Q,38.95,40.45,38.20,38.45,38.50,38.90,387,48432,1898403.00,
520021,OMAX AUTOS. ,B ,Q,49.10,49.10,43.50,45.90,46.00,47.45,302,14104,651815.00,
520043,MUNJAL SHOWA,B ,Q,151.00,154.05,146.00,148.70,148.60,150.35,466,10643,1592200.00,
520051,JAMNA AUTO  ,A ,Q,70.00,71.90,66.25,67.45,67.45,70.10,1142,228577,15785563.00,
520056,SUNDAR.CLAY ,A ,Q,3204.95,3235.00,3085.60,3128.90,3091.00,3144.65,85,188,593978.00,
520057,JTEKTINDIA  ,A ,Q,87.00,89.95,86.15,86.50,86.90,88.55,674,30092,2635999.00,
520059,MUNAUTO     ,B ,Q,57.70,62.00,57.70,59.35,59.35,57.05,785,84440,5107377.00,
520066,JAYBH.MARUTI,B ,Q,238.80,244.50,234.70,237.10,237.30,238.35,395,4553,1099629.00,
520073,RACLGEAR    ,X ,Q,258.05,258.05,238.00,241.20,241.00,252.95,334,21313,5197322.00,
520075,SAMKRG PIST.,X ,Q,151.50,158.95,149.00,152.20,152.20,155.65,184,8740,1335343.00,
520086,SICAL LOG   ,B ,Q,12.50,12.50,11.60,11.60,11.60,12.20,208,75996,887516.00,
520111,RATNAMNI MET,A ,Q,2040.00,2040.00,1871.70,1948.95,1961.00,1952.30,401,1800,3442881.00,
520113,VESUVIUS IND,A ,Q,999.00,1007.00,963.30,970.15,969.30,993.05,398,5243,5215625.00,
520119,AUTOMOTIVE S,T ,Q,36.00,36.65,35.60,35.90,36.65,37.45,9,955,34106.00,
520121,ARCEE INDUST,XT,Q,6.66,6.66,6.35,6.35,6.35,6.35,27,3248,21587.00,
520123,ABC INDIA   ,X ,Q,61.80,68.95,61.00,61.10,61.10,63.00,25,548,34556.00,
520127,BALURGHAT TE,X ,Q,9.21,10.20,8.98,9.09,8.99,9.76,77,11692,112350.00,
520141,SIBAR AUTO  ,X ,Q,7.90,7.90,7.52,7.56,7.56,7.86,3,580,4510.00,
520151,SHREY SH LOG,B ,Q,81.75,82.80,75.00,77.30,78.75,81.35,205,14146,1120114.00,
520155,STARLOG     ,X ,Q,15.20,15.20,13.34,14.70,14.70,13.83,19,1452,21094.00,
521016,INDO COUNT  ,A ,Q,119.50,119.60,113.00,113.80,114.00,118.30,368,23463,2739361.00,
521018,MARAL OVERS ,T ,Q,29.25,29.25,28.90,28.90,28.90,29.15,6,1300,37815.00,
521034,SOMA TEXTILE,T ,Q,7.72,7.72,7.72,7.72,7.72,8.12,10,1072,8275.00,
521054,KAKATIYA TEX,XT,Q,0.77,0.77,0.77,0.77,0.77,0.81,1,5,3.00,
521062,OCTAVE      ,X ,Q,1.00,1.00,1.00,1.00,1.00,1.01,1,10000,10000.00,
521064,TRIDENT     ,A ,Q,15.10,15.20,14.14,14.32,14.32,14.82,12270,4081634,59268069.00,
521070,ALOK INDS.  ,B ,Q,21.00,21.20,19.90,20.15,20.15,20.95,3874,1817210,37412476.00,
521080,PASARI SPIN ,XT,Q,1.55,1.55,1.48,1.55,1.55,1.55,7,13158,19897.00,
521082,SPENTEX INDS,Z ,Q,0.84,0.85,0.78,0.85,0.85,0.81,27,71588,60329.00,
521097,AMARJOTHI SP,X ,Q,104.35,104.85,100.00,100.80,101.10,102.50,55,6463,666187.00,
521105,OLYMPIA IND.,XT,Q,51.30,51.30,51.30,51.30,51.30,52.30,3,110,5643.00,
521113,SUDITI IND. ,X ,Q,9.68,10.66,9.68,10.65,10.64,10.16,11,4821,49621.00,
521141,ADITYA SPIN.,XT,Q,6.01,6.61,6.00,6.54,6.50,6.30,11,1273,8357.00,
521151,DHANLXMI FAB,X ,Q,14.90,15.35,14.00,15.35,15.35,14.70,46,110848,1557309.00,
521163,ZODIAC CLOTH,B ,Q,101.20,103.40,95.00,97.70,97.70,101.15,352,52823,5223768.00,
521178,SRI RAMK.MIL,X ,Q,14.05,14.05,14.05,14.05,14.05,13.39,6,1590,22339.00,
521180,SUPER SPIN. ,B ,Q,5.06,5.06,4.80,4.84,4.84,5.05,8,810,3910.00,
521188,UNITED TEXT.,XT,Q,3.96,3.96,3.96,3.96,3.96,3.78,2,11,43.00,
521194,SIL INVEST  ,B ,Q,217.65,218.75,202.75,205.50,205.00,210.60,88,2564,534932.00,
521200,SURYLAK.COTT,B ,Q,35.00,35.50,33.50,34.40,33.65,34.55,171,8708,300478.00,
521206,SAMTEX FASH.,XT,Q,1.30,1.30,1.28,1.28,1.28,1.30,2,21,27.00,
521216,DHAN ROTO SP,X ,Q,30.85,35.00,30.85,32.25,32.25,33.55,48,3378,108985.00,
521220,DAMOINDUS   ,B ,Q,29.00,29.50,25.10,25.55,25.55,28.25,190,8766,235633.00,
521222,SANBLUE     ,X ,Q,14.45,14.45,14.45,14.45,14.45,14.70,1,1,14.00,
521228,TATIA GLOB  ,XT,Q,0.77,0.77,0.77,0.77,0.77,0.76,7,3840,2956.00,
521232,SUNIL INDUS.,P ,Q,12.35,12.35,12.35,12.35,12.35,12.84,1,100,1235.00,
521240,SAMBANDAM SP,XT,Q,100.00,100.00,98.35,98.35,98.35,103.50,5,542,53954.00,
521244,CHITRA.SPIN.,XT,Q,5.13,5.13,5.13,5.13,5.13,5.04,3,12,61.00,
521248,KITEX GARMEN,A ,Q,106.15,106.35,102.85,105.10,104.90,105.00,319,24293,2547796.00,
522001,CRANEX LTD. ,X ,Q,9.80,9.80,9.80,9.80,9.80,10.27,3,1004,9839.00,
522004,BATLIBOI LTD,X ,Q,15.50,15.99,14.80,15.57,15.90,15.23,120,33807,530332.00,
522005,AUSTIN ENGG.,X ,Q,45.00,47.90,42.55,43.35,42.60,45.55,24,2410,105563.00,
522014,UNITED DRILL,B ,Q,266.00,266.00,256.05,261.60,263.95,255.00,60,708,184724.00,
522017,FLUIDOMAT   ,X ,Q,92.25,92.50,88.00,88.00,88.00,92.25,43,4108,367470.00,
522029,WINDSOR MACH,B ,Q,30.50,30.55,27.20,27.90,27.90,30.05,314,65029,1889703.00,
522034,SHANTHI GEAR,B ,Q,126.95,128.50,123.95,124.40,124.40,125.35,173,8570,1072080.00,
522036,MIVEN MACHIN,X ,Q,7.07,7.07,7.07,7.07,7.07,6.74,2,40,282.00,
522064,HONDAPOWER  ,A ,Q,1022.15,1028.75,1001.90,1009.25,1004.95,1018.90,151,598,608227.00,
522073,HITECHGEAR  ,B ,Q,188.00,188.25,184.10,184.10,184.10,186.90,168,4652,866665.00,
522074,ELGI EQUIP  ,A ,Q,193.05,218.70,185.25,191.50,193.00,198.70,1166,34023,6615172.00,
522091,UV DER HORST,X ,Q,22.00,22.00,22.00,22.00,22.00,21.15,2,2,44.00,
522101,KILBURN ENGG,X ,Q,20.90,20.90,19.50,19.70,20.00,20.15,30,6876,137336.00,
522105,BIRLA PRETEC,X ,Q,11.24,11.24,10.84,10.84,10.84,11.06,71,22306,245774.00,
522108,YUKEN INDIA ,X ,Q,448.00,448.00,417.00,436.80,439.90,430.90,184,4359,1893894.00,
522113,TIMKEN (I)  ,A ,Q,1269.35,1274.00,1236.95,1249.80,1258.00,1255.50,484,2083,2609241.00,
522122,VOITH PAPER ,X ,Q,1142.90,1142.90,1060.00,1099.70,1099.70,1114.75,57,1414,1561864.00,
522134,ARTSON ENG  ,XT,Q,42.60,43.90,41.00,41.40,41.95,42.50,161,17360,730762.00,
522152,SOLITAIR MC ,X ,Q,22.00,25.00,21.60,23.40,23.40,25.20,87,13315,307909.00,
522163,DIAMONPOWER ,Z ,Q,0.90,0.90,0.82,0.89,0.88,0.86,30,22388,19568.00,
522165,INDSIL HYD  ,XT,Q,12.60,12.60,11.62,11.62,11.62,12.23,57,15668,184497.00,
522183,ITL INDUSTRS,X ,Q,111.95,113.00,107.00,107.60,107.00,111.95,78,3959,432998.00,
522195,FRONTIER SPR,X ,Q,282.95,283.20,265.00,268.45,268.55,277.30,306,6409,1753120.00,
522205,PRAJ IND.LTD,A ,Q,164.05,168.25,152.00,156.75,156.00,162.90,6216,218746,35183572.00,
522207,RASANDIK ENG,XT,Q,84.35,84.40,79.95,82.00,84.40,80.40,14,10787,877370.00,
522209,YOGI SUNGWON,XT,Q,2.67,2.94,2.67,2.86,2.86,2.81,14,1996,5452.00,
522215,HLEGLAS     ,B ,Q,2488.00,2519.00,2307.65,2307.65,2307.65,2429.10,1108,8572,19954462.00,
522217,GUJ APOIND  ,B ,Q,208.00,211.85,207.00,209.80,209.80,207.25,32,468,97531.00,
522229,TANEJA AERO.,X ,Q,32.50,33.30,30.60,31.20,31.20,31.70,95,9134,291693.00,
522231,CONART ENG. ,X ,Q,26.50,28.80,26.00,26.20,26.20,26.70,20,3818,100615.00,
522237,SHIVAGRICO  ,XT,Q,5.40,5.40,5.13,5.13,5.13,5.40,4,1100,5927.00,
522241,M.M.FORGINGS,B ,Q,488.00,492.40,485.45,485.55,485.55,486.30,16,237,116091.00,
522249,MAYUR UNIQ. ,A ,Q,430.00,431.70,416.70,419.45,417.75,425.65,284,4281,1828247.00,
522251,CENLUB INDUS,X ,Q,54.40,54.50,52.00,53.65,54.00,55.00,28,6539,351807.00,
522257,RAJOO ENGIN.,X ,Q,21.20,21.20,19.85,20.20,20.15,20.55,143,46699,949107.00,
522263,JMC PROJECTS,A ,Q,78.20,78.40,75.00,77.25,77.35,76.50,69,2470,189814.00,
522267,VEEJAY LAKSH,XT,Q,31.75,31.75,30.85,30.85,30.85,32.40,5,325,10047.00,
522273,AHMED.STEEL ,X ,Q,16.00,16.00,16.00,16.00,16.00,16.00,1,400,6400.00,
522275,GET&D       ,A ,Q,126.55,126.55,118.50,118.90,119.40,123.70,302,13058,1597044.00,
522281,RAM RAT.WIRE,X ,Q,88.00,88.80,82.00,82.65,82.10,86.45,121,7029,598971.00,
522285,JAY NECO IND,B ,Q,11.55,12.60,11.49,11.49,11.49,12.09,437,281411,3276881.00,
522287,KALPA.POWER ,A ,Q,383.40,386.35,372.65,378.60,378.60,378.75,581,12776,4845760.00,
522292,CHANDNI TE  ,X ,Q,68.90,68.90,60.60,61.80,60.60,63.15,127,29644,1835110.00,
522294,T & I GLOBAL,X ,Q,95.25,96.00,91.00,91.85,92.00,92.30,115,12952,1217834.00,
522295,CONTROL PRNT,B ,Q,230.25,274.90,230.25,265.60,274.90,229.10,386,4729,1212719.00,
522650,BEMCO HYDRAU,X ,Q,253.40,253.40,253.40,253.40,253.40,258.55,1,10,2534.00,
523007,ANSAL BUILD.,X ,Q,52.00,52.00,45.00,46.95,46.95,48.00,23,2947,134533.00,
523011,WEIZMANN LTD,B ,Q,44.05,45.10,42.70,43.10,42.70,44.65,48,4208,185219.00,
523019,B.N.RATHI SE,X ,Q,26.80,26.80,24.00,24.80,25.50,24.55,45,4580,111338.00,
523021,RISHITECH   ,XT,Q,24.25,24.55,23.15,23.20,23.15,24.05,16,5583,135687.00,
523023,SINCLAIR HOT,X ,Q,51.70,55.00,51.70,52.50,54.00,53.90,177,22696,1218744.00,
523025,SAFARI IND. ,A ,Q,670.00,687.00,650.00,652.20,660.20,665.70,460,4705,3092210.00,
523100,COSMO FERR. ,XT,Q,23.50,23.55,21.70,23.00,23.00,22.45,65,11415,265690.00,
523116,SANCO TRANS ,X ,Q,236.90,236.90,208.35,235.00,235.00,230.00,9,55,11892.00,
523120,ADOR MULTI. ,X ,Q,94.90,101.90,93.50,97.90,95.00,98.25,42,2253,216410.00,
523127,EIH ASSO.HOT,B ,Q,265.15,266.75,257.80,261.85,262.00,265.40,103,1152,302958.00,
523144,MEDI CAPS   ,X ,Q,45.45,45.45,41.70,41.85,42.95,43.85,113,23309,994707.00,
523151,OTCO INTERN.,X ,Q,3.25,3.25,3.19,3.19,3.19,3.25,22,6152,19790.00,
523160,MORGAN CRU  ,X ,Q,835.00,854.30,830.00,834.25,830.00,834.40,59,2156,1811056.00,
523164,SIP INDUST. ,Z ,Q,2.63,2.63,2.63,2.63,2.63,2.76,2,50,131.00,
523204,ABAN OFFSHO ,B ,Q,35.80,36.30,34.20,34.20,34.20,35.95,217,20165,696384.00,
523207,KOKUYOCMLN  ,B ,Q,60.00,61.30,59.25,60.15,60.15,60.05,461,27649,1663234.00,
523229,BHARAT SEATS,X ,Q,72.75,75.60,69.00,70.35,70.80,73.55,317,24647,1770641.00,
523232,CONT.PETRO  ,XT,Q,42.00,42.00,42.00,42.00,42.00,41.20,46,8219,345198.00,
523248,MACHINO PLAS,X ,Q,96.00,99.90,91.40,94.55,94.55,100.15,20,1325,128598.00,
523260,PEARL POLYME,B ,Q,15.95,15.95,15.20,15.20,15.20,15.20,4,540,8490.00,
523261,VENKEY'S (I),A ,Q,1620.00,1620.00,1551.20,1565.30,1564.95,1589.10,1209,7352,11646004.00,
523269,ADVANI HOTEL,B ,Q,64.40,64.40,60.05,61.30,60.95,62.80,79,2310,143711.00,
523277,G.V.FILMS   ,X ,Q,0.40,0.40,0.38,0.39,0.38,0.40,104,172298,66754.00,
523283,SUPER HOUSE ,B ,Q,129.55,129.55,116.20,122.65,123.30,126.20,124,3463,427632.00,
523289,RAMA VISION ,X ,Q,6.35,6.36,6.35,6.36,6.36,6.57,3,916,5825.00,
523301,TCPL PACK   ,B ,Q,401.00,402.50,381.70,381.70,381.70,398.40,80,655,259730.00,
523319,BALMER LAWRI,A ,Q,138.90,140.10,130.55,133.60,133.60,137.75,1374,107034,14431523.00,
523323,KOVAI MEDI. ,X ,Q,1070.10,1087.90,1070.10,1077.85,1082.90,1079.20,97,854,921859.00,
523329,ELDECO HOUS.,X ,Q,2119.00,2144.00,2004.55,2004.55,2004.55,2110.05,60,438,892247.00,
523367,DCMSHRIRAM  ,A ,Q,540.10,543.95,520.30,523.30,520.30,533.55,970,21843,11653322.00,
523369,DCM SHR.IND ,X ,Q,186.25,195.00,180.30,189.90,189.90,185.55,662,274760,50203213.00,
523371,MAWANA SUGAR,B ,Q,36.45,37.20,35.15,35.70,35.35,36.55,41,2907,105163.00,
523373,MINI DIAMOND,XT,Q,3.69,3.69,3.69,3.69,3.69,3.52,6,802,2959.00,
523384,MAH.RAS.APEX,T ,Q,74.95,74.95,72.00,72.00,72.00,72.75,11,2479,181407.00,
523385,NILKAMAL L  ,A ,Q,1894.15,1978.95,1866.95,1882.85,1882.85,1894.15,1701,6787,13115894.00,
523391,NAHAR POLY  ,B ,Q,114.95,115.60,101.90,104.60,104.75,110.25,567,13179,1426291.00,
523395,3M INDIA LTD,A ,Q,28749.50,28749.50,26804.45,27420.75,27261.50,27953.65,177,323,9017717.00,
523398,JCHAC       ,A ,Q,2710.00,2710.00,2580.00,2607.85,2595.00,2666.10,403,1550,4070395.00,
523405,JM FINANCIAL,A ,Q,97.00,98.00,93.25,94.10,94.25,95.00,493,73092,6921950.00,
523411,ADCINDIA    ,X ,Q,214.90,214.90,207.00,208.80,212.00,213.95,8,110,23255.00,
523419,TAMIL.TELE. ,T ,Q,5.76,5.76,5.76,5.76,5.76,5.49,9,1848,10644.00,
523445,REL INDL INF,A ,Q,388.70,390.00,373.50,377.25,378.00,385.20,634,21007,7998791.00,
523449,SHARP INDIA ,XT,Q,32.00,33.45,31.00,33.45,33.45,32.00,24,2624,85096.00,
523457,LINDEINDIA  ,A ,Q,1769.85,1777.55,1706.90,1722.45,1740.95,1738.25,376,2196,3796200.00,
523465,IND.BANK HSG,B ,Q,34.65,36.15,33.05,33.90,33.90,34.75,43,2677,90641.00,
523475,LOTUS CHOC  ,X ,Q,16.60,16.60,15.20,15.35,15.30,16.00,25,3308,51225.00,
523483,PACIFIC IND.,X ,Q,170.45,170.45,154.30,155.55,169.65,162.40,26,780,121451.00,
523489,CMM HOSPITAL,XT,Q,9.82,9.82,9.82,9.82,9.82,9.36,1,100,982.00,
523519,UNI OFF AUTO,X ,Q,2.51,2.62,2.50,2.50,2.50,2.51,7,1643,4164.00,
523537,APM INDUS.  ,X ,Q,23.45,23.45,22.10,22.10,22.60,23.20,57,10514,236726.00,
523539,PRECISION WR,B ,Q,200.00,202.50,187.00,189.40,190.85,195.40,331,5727,1119774.00,
523550,KRYPTON IND ,X ,Q,10.39,10.50,9.60,9.97,10.00,10.08,60,4174,42175.00,
523566,MARTIN BURN ,X ,Q,21.70,21.70,21.70,21.70,21.70,22.80,2,24,520.00,
523574,FEL         ,B ,Q,9.65,10.35,9.30,9.55,9.55,9.93,1038,271767,2657711.00,
523586,IND.TONERS  ,X ,Q,142.00,143.40,128.25,134.50,134.50,141.40,246,12560,1696958.00,
523594,KUNSTSTOFFE ,X ,Q,26.00,26.00,26.00,26.00,26.00,26.00,3,740,19240.00,
523598,SHIPP.CORPN ,A ,Q,112.00,115.45,104.20,107.00,107.00,113.20,1821,338239,36871626.00,
523606,SIKA INTER. ,X ,Q,310.05,316.80,293.05,298.90,295.10,307.45,140,3430,1038511.00,
523610,ITI LTD.    ,A ,Q,125.50,126.15,119.25,119.95,119.95,124.35,1407,101317,12422672.00,
523618,DREDGING COR,A ,Q,366.50,369.20,343.00,347.55,349.30,362.70,645,16940,5982015.00,
523628,PODDAR      ,T ,Q,187.50,194.30,187.50,187.50,187.50,194.90,7,246,46456.00,
523630,NATIONAL FER,A ,Q,59.60,59.90,53.25,53.80,53.80,58.15,3703,481261,26882859.00,
523638,IP RINGS LTD,X ,Q,84.80,87.40,78.00,81.05,78.00,84.75,23,4330,365757.00,
523642,PI INDUS.LTD,A ,Q,2250.00,2260.00,2145.45,2163.40,2167.95,2240.45,454,3078,6771641.00,
523648,PLASTIBLEND ,B ,Q,235.85,242.65,231.00,233.75,231.50,240.55,276,2283,544983.00,
523650,REDEX PROTEC,XT,Q,7.30,7.30,7.30,7.30,7.30,7.30,1,3,21.00,
523652,KKPLASTICK  ,XT,Q,3.56,3.56,3.56,3.56,3.56,3.74,2,50,178.00,
523660,WATERBASE   ,A ,Q,111.20,112.10,104.00,105.60,107.80,109.90,794,29623,3187080.00,
523672,FLEX FOODS  ,X ,Q,75.50,78.55,74.45,75.10,75.10,76.00,214,62149,4762669.00,
523676,GOLKUNDA DIA,X ,Q,19.50,21.20,19.20,19.85,19.85,21.20,30,915,18070.00,
523694,APCOTEX IND ,A ,Q,183.60,187.90,175.00,177.85,178.60,180.15,1457,50013,9095860.00,
523696,FORTIS MLR  ,X ,Q,56.95,58.90,53.55,54.10,54.85,54.00,276,53667,3049567.00,
523704,MASTEK LTD  ,A ,Q,1232.95,1248.10,1153.95,1191.85,1191.85,1222.95,2794,86226,105030996.00,
523708,EIMCO ELECON,B ,Q,340.85,354.15,339.00,344.00,344.00,346.60,145,751,260881.00,
523710,SAYAJI HOTEL,XT,Q,239.95,244.00,229.00,229.25,229.00,236.60,76,4080,968595.00,
523716,ASHIANA HOU ,B ,Q,138.45,142.00,129.80,130.80,130.50,134.50,788,22253,3079944.00,
523722,SVAM SOFTWAR,XT,Q,1.77,1.82,1.77,1.77,1.77,1.80,32,3313,5865.00,
523732,ECO BOARD IN,XT,Q,4.05,4.46,4.04,4.46,4.46,4.25,16,9270,37553.00,
523736,DVL         ,B ,Q,98.95,99.10,90.10,91.30,92.00,96.80,132,4925,471924.00,
523752,IO SYSTEM   ,X ,Q,1.65,1.65,1.65,1.65,1.65,1.65,1,40,66.00,
523754,MAHEPC      ,B ,Q,153.00,153.60,147.20,147.95,147.95,151.60,640,22132,3330701.00,
523756,SREIINFRA   ,B ,Q,6.20,6.26,5.56,5.79,5.79,6.01,1032,490733,2865161.00,
523782,MITSHI      ,X ,Q,16.50,16.50,14.00,14.30,14.30,15.45,119,12779,185795.00,
523792,MAZDA LTD   ,B ,Q,511.10,511.10,488.00,496.10,496.10,504.35,43,204,102219.00,
523796,VICEROY HOTE,T ,Q,2.42,2.43,2.41,2.41,2.41,2.53,25,6360,15397.00,
523826,SOVEREIGN DI,X ,Q,6.05,6.06,6.05,6.06,6.06,5.78,11,2189,13255.00,
523828,MENON BEAR. ,B ,Q,54.60,54.90,53.05,53.40,53.35,53.85,64,2664,143987.00,
523832,MUKAT PIPES ,X ,Q,3.87,3.87,3.87,3.87,3.87,3.80,7,1506,5828.00,
523836,GUJ.RAFFIA  ,T ,Q,70.05,74.00,68.80,68.80,68.80,72.40,9,938,65203.00,
523838,SIMPLX INFRA,B ,Q,35.00,35.05,33.10,33.30,33.10,34.75,393,28988,984658.00,
523840,INN.TECH.PAC,X ,Q,21.00,21.50,20.25,20.80,21.50,21.60,15,2246,47020.00,
523842,SUPER TANNER,X ,Q,3.09,3.09,2.80,2.97,2.82,3.04,31,56961,164579.00,
523844,CONSTRONIC  ,XT,Q,6.22,6.22,6.22,6.22,6.22,5.93,1,100,622.00,
523850,AXTEL INDUS.,X ,Q,292.05,309.95,280.50,284.40,284.40,295.50,434,15133,4429046.00,
524000,MAGMA FIN   ,A ,Q,124.50,126.40,118.05,121.30,121.30,124.25,6201,308261,37084075.00,
524013,HIND.FLUROCA,T ,Q,7.61,8.36,7.61,7.63,7.63,8.00,26,2438,19189.00,
524019,KINGFA      ,B ,Q,700.00,700.00,590.70,609.35,610.05,641.30,212,660,414044.00,
524037,RAMA PHOSPH ,X ,Q,128.65,128.65,116.30,121.70,121.70,125.00,328,25298,3081105.00,
524051,POLYPLEX    ,A ,Q,855.00,864.75,791.00,820.10,820.10,851.10,1334,16760,13848583.00,
524075,ALBERT DAVID,B ,Q,394.75,394.75,385.50,388.85,389.00,393.30,98,1999,777230.00,
524080,HAR.LEATHER ,XT,Q,29.25,29.25,28.35,28.35,28.35,29.25,6,508,14407.00,
524091,ACRYCIL LTD.,B ,Q,323.20,348.00,315.75,318.75,318.75,332.35,1266,23809,7704337.00,
524109,KABRA EXTR  ,B ,Q,168.00,187.15,158.60,176.85,174.40,159.25,4669,169440,30034555.00,
524129,VINYL CHEM  ,B ,Q,125.65,125.65,114.40,118.55,119.35,124.45,519,11863,1414504.00,
524136,PEE CEE COSM,X ,Q,115.10,121.05,107.05,111.20,109.30,117.15,21,1097,122893.00,
524156,T C M LTD.  ,X ,Q,47.20,49.15,44.85,45.90,46.90,47.20,8,779,35825.00,
524164,IOL CHEM PH ,A ,Q,604.50,605.00,564.80,577.95,581.40,587.85,3119,183060,105896734.00,
524174,KESAR PETRO ,XT,Q,6.00,6.22,5.90,6.13,6.18,6.03,69,26047,156563.00,
524200,VINATI ORG. ,A ,Q,1413.50,1414.40,1354.60,1375.15,1378.15,1400.35,290,2340,3257738.00,
524202,LACTOSE(I)  ,XT,Q,28.75,28.75,26.20,27.50,27.50,27.55,51,3815,103691.00,
524208,AARTI INDUST,A ,Q,1288.00,1300.80,1233.10,1241.00,1235.95,1288.50,723,12174,15391503.00,
524212,WANBURY LTD ,T ,Q,80.70,81.75,76.50,78.35,77.00,80.15,81,13831,1108835.00,
